symbol,old_sector,old_industry,new_sector,new_industry,classification_changed,reason,confidence
KOTIC,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
KOTYARK,PLASTICS & POLYMERS,Engineered Polymers & Moulded Products,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'PLASTICS & POLYMERS / Engineered Polymers & Moulded Products' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
KOVAI,HEALTHCARE SERVICES,Hospitals & Multi-Specialty Chains,HEALTHCARE SERVICES,Hospitals & Healthcare Chains,True,Reclassified from legacy 'HEALTHCARE SERVICES / Hospitals & Multi-Specialty Chains' to clean economic model 'HEALTHCARE SERVICES / Hospitals & Healthcare Chains',HIGH
KPEL,POWER,Regional Thermal & Hydro Generation,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
KPIGREEN,POWER,Regional Thermal & Hydro Generation,RENEWABLE ENERGY,Solar PV & Green Hydrogen,True,Reclassified from legacy 'POWER / Regional Thermal & Hydro Generation' to clean economic model 'RENEWABLE ENERGY / Solar PV & Green Hydrogen',HIGH
KPIL,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
KPITTECH,IT SERVICES,Engineering Research & Design (ER&D),IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Engineering Research & Design (ER&D)' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
KPL,PHARMACEUTICALS,Finished Dosage Formulations,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
KPRMILL,TEXTILES,Apparel & Garment Manufacturing,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Apparel & Garment Manufacturing' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
KRBL,RICE,Non-Basmati & Regional Rice Processing,RICE,Basmati Rice Milling & Global Exports,True,Reclassified from legacy 'RICE / Non-Basmati & Regional Rice Processing' to clean economic model 'RICE / Basmati Rice Milling & Global Exports',HIGH
KREBSBIO,CHEMICALS,Basic Organic & Inorganic Chemicals,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'CHEMICALS / Basic Organic & Inorganic Chemicals' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
KRIDHANINF,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Construction',HIGH
KRISHANA,CHEMICALS,Basic Organic & Inorganic Chemicals,FERTILIZERS,Fertilizers & Soil Nutrients,True,Reclassified from legacy 'CHEMICALS / Basic Organic & Inorganic Chemicals' to clean economic model 'FERTILIZERS / Fertilizers & Soil Nutrients',HIGH
KRISHCA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
KRISHIVAL,RICE,Non-Basmati & Regional Rice Processing,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'RICE / Non-Basmati & Regional Rice Processing' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
KRISHNADEF,DEFENCE,Defense Precision Components & Sub-Systems,DEFENCE & AEROSPACE,Precision Defence Machining,True,Reclassified from legacy 'DEFENCE / Defense Precision Components & Sub-Systems' to clean economic model 'DEFENCE & AEROSPACE / Precision Defence Machining',HIGH
KRITI,EDIBLE OILS,Edible Oil Refining & Packaging,BUILDING MATERIALS,Plastic & CPVC Pipes,True,Reclassified from legacy 'EDIBLE OILS / Edible Oil Refining & Packaging' to clean economic model 'BUILDING MATERIALS / Plastic & CPVC Pipes',HIGH
KRITIKA,CONSUMER ELECTRICALS,Cables & Wires,CONSUMER ELECTRICALS,Wires & Cables,True,Reclassified from legacy 'CONSUMER ELECTRICALS / Cables & Wires' to clean economic model 'CONSUMER ELECTRICALS / Wires & Cables',HIGH
KRITINUT,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CHEMICALS,Industrial & Basic Chemicals,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CHEMICALS / Industrial & Basic Chemicals',HIGH
KRMAYURVED,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FMCG & PERSONAL CARE,Ayurvedic & Herbal Care,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FMCG & PERSONAL CARE / Ayurvedic & Herbal Care',HIGH
KRN,CAPITAL MARKETS,Wealth Management & Financial Advisory,DATA CENTERS & CLOUD,Data Center Cooling & Liquid Systems,True,Reclassified from legacy 'CAPITAL MARKETS / Wealth Management & Financial Advisory' to clean economic model 'DATA CENTERS & CLOUD / Data Center Cooling & Liquid Systems',HIGH
KRONOX,PHARMACEUTICALS,Finished Dosage Formulations,CHEMICALS,Specialty Chemicals,True,Reclassified from legacy 'PHARMACEUTICALS / Finished Dosage Formulations' to clean economic model 'CHEMICALS / Specialty Chemicals',HIGH
KROSS,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AUTO ANCILLARIES,Auto Castings & Heavy Forgings,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AUTO ANCILLARIES / Auto Castings & Heavy Forgings',HIGH
KRSNAA,HEALTHCARE SERVICES,Diagnostic & Pathology Laboratories,HEALTHCARE SERVICES,Diagnostic & Pathology Labs,True,Reclassified from legacy 'HEALTHCARE SERVICES / Diagnostic & Pathology Laboratories' to clean economic model 'HEALTHCARE SERVICES / Diagnostic & Pathology Labs',HIGH
KRYSTAL,PROFESSIONAL & BPO SERVICES,"Staffing, Facility & Security Services",SERVICES & MEDIA,Staffing & Workforce Security,True,"Reclassified from legacy 'PROFESSIONAL & BPO SERVICES / Staffing, Facility & Security Services' to clean economic model 'SERVICES & MEDIA / Staffing & Workforce Security'",HIGH
KSB,INDUSTRIAL MACHINERY,"Pumps, Compressors & Fluid Handling",CAPITAL GOODS & MACHINERY,Pumps & Compressors,True,"Reclassified from legacy 'INDUSTRIAL MACHINERY / Pumps, Compressors & Fluid Handling' to clean economic model 'CAPITAL GOODS & MACHINERY / Pumps & Compressors'",HIGH
KSCL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,AGRICULTURE & AGROCHEMICALS,Hybrid Seeds & Agri Inputs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'AGRICULTURE & AGROCHEMICALS / Hybrid Seeds & Agri Inputs',HIGH
KSE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
KSHINTL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSUMER ELECTRICALS,Wires & Cables,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSUMER ELECTRICALS / Wires & Cables',HIGH
KSHITIJPOL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PAPER & PACKAGING,Paperboard & Packaging Cartons,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons',HIGH
KSL,JEWELLERY,Jewellery Manufacturing & Exports,STEEL,Secondary Steel & TMT Rebars,True,Reclassified from legacy 'JEWELLERY / Jewellery Manufacturing & Exports' to clean economic model 'STEEL / Secondary Steel & TMT Rebars',HIGH
KSOLVES,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IT SERVICES,Enterprise Software & SaaS,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'IT SERVICES / Enterprise Software & SaaS',HIGH
KSR,FOOTWEAR,Leather & Industrial Footwear,FOOTWEAR,Footwear Retail Chains,True,Reclassified from legacy 'FOOTWEAR / Leather & Industrial Footwear' to clean economic model 'FOOTWEAR / Footwear Retail Chains',HIGH
KTKBANK,BANKING,Private Sector Commercial Banks,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'BANKING / Private Sector Commercial Banks' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
KUANTUM,PAPER & PACKAGING,"Paper, Paperboard & Corrugated Cartons",PAPER & PACKAGING,Paperboard & Packaging Cartons,True,"Reclassified from legacy 'PAPER & PACKAGING / Paper, Paperboard & Corrugated Cartons' to clean economic model 'PAPER & PACKAGING / Paperboard & Packaging Cartons'",HIGH
KUSUMGAR,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
KWIL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FOOD PROCESSING,Packaged Foods & Snacks,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FOOD PROCESSING / Packaged Foods & Snacks',HIGH
LADDERUP,NBFC & LENDING,Corporate & Specialized Lending NBFCs,CAPITAL MARKETS,Exchange Traded Funds (ETF),True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'CAPITAL MARKETS / Exchange Traded Funds (ETF)',HIGH
LAGNAM,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
LAHOTIOV,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
LAKPRE,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Precision Machine Tools & Fasteners,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Precision Machine Tools & Fasteners',HIGH
LAKSHMIMIL,TEXTILES,Cotton Spinning & Fabric Weaving,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'TEXTILES / Cotton Spinning & Fabric Weaving' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
LAKSHYA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,MEDIA & ENTERTAINMENT,Film Theatres & Broadcast Media,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'MEDIA & ENTERTAINMENT / Film Theatres & Broadcast Media',HIGH
LAL,TEXTILES,Apparel & Garment Manufacturing,TEXTILES,Garments & Apparel Exports,True,Reclassified from legacy 'TEXTILES / Apparel & Garment Manufacturing' to clean economic model 'TEXTILES / Garments & Apparel Exports',HIGH
LALPATHLAB,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
LAMBODHARA,BUILDING MATERIALS,Ceramic Tiles & Sanitaryware,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'BUILDING MATERIALS / Ceramic Tiles & Sanitaryware' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
LAMOSAIC,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,BUILDING MATERIALS,Plywood & Laminates,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'BUILDING MATERIALS / Plywood & Laminates',HIGH
LANCER,LOGISTICS & SUPPLY CHAIN,Containerized Rail Freight & Inland Depots,LOGISTICS & SUPPLY CHAIN,Container Rail & Dry Ports,True,Reclassified from legacy 'LOGISTICS & SUPPLY CHAIN / Containerized Rail Freight & Inland Depots' to clean economic model 'LOGISTICS & SUPPLY CHAIN / Container Rail & Dry Ports',HIGH
LANCORHOL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
LANDMARK,RETAIL,Specialty Consumer Retail,AUTO ANCILLARIES,Precision Auto Engine Components,True,Reclassified from legacy 'RETAIL / Specialty Consumer Retail' to clean economic model 'AUTO ANCILLARIES / Precision Auto Engine Components',HIGH
LANDSMILL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,SUGAR & BIO-ETHANOL,Sugar Refining & Bio-Ethanol,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'SUGAR & BIO-ETHANOL / Sugar Refining & Bio-Ethanol',HIGH
LAOPALA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CONSUMER DURABLES,Kitchen Homeware & Cookware,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CONSUMER DURABLES / Kitchen Homeware & Cookware',HIGH
LASA,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,API & Bulk Drugs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / API & Bulk Drugs',HIGH
LASERPOWER,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Building Construction,POWER,Conventional Thermal & Fossil Power,True,Reclassified from legacy 'CONSTRUCTION & INFRASTRUCTURE / Civil & Commercial Building Construction' to clean economic model 'POWER / Conventional Thermal & Fossil Power',HIGH
LATENTVIEW,IT SERVICES,Mid-Tier IT Services & Digital Consulting,DATA CENTERS & CLOUD,"AI Solutions, Analytics & Cloud Data",True,"Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'DATA CENTERS & CLOUD / AI Solutions, Analytics & Cloud Data'",HIGH
LATTEYS,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Industrial Compressors & Pumps,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Industrial Compressors & Pumps',HIGH
LAURUSLABS,PHARMACEUTICALS,API & Bulk Drug Intermediates,PHARMACEUTICALS,Finished Formulations,True,Reclassified from legacy 'PHARMACEUTICALS / API & Bulk Drug Intermediates' to clean economic model 'PHARMACEUTICALS / Finished Formulations',HIGH
LAXMICOT,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,TEXTILES,Cotton Spinning & Yarns,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'TEXTILES / Cotton Spinning & Yarns',HIGH
LAXMIDENTL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,HEALTHCARE SERVICES,Medical Clinics & Equipment,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'HEALTHCARE SERVICES / Medical Clinics & Equipment',HIGH
LAXMIINDIA,NBFC & LENDING,Corporate & Specialized Lending NBFCs,FINANCE & NBFC,Diversified Consumer & MSME NBFC,True,Reclassified from legacy 'NBFC & LENDING / Corporate & Specialized Lending NBFCs' to clean economic model 'FINANCE & NBFC / Diversified Consumer & MSME NBFC',HIGH
LCCINFOTEC,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
LCL,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,CAPITAL GOODS & MACHINERY,Heavy Process Plant Equipment,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'CAPITAL GOODS & MACHINERY / Heavy Process Plant Equipment',HIGH
LEAPIND,INDUSTRIAL MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,PHARMACEUTICALS,API & Bulk Drugs,True,Reclassified from legacy 'INDUSTRIAL MANUFACTURING / Specialized Industrial Tools & Engineering Supplies' to clean economic model 'PHARMACEUTICALS / API & Bulk Drugs',HIGH
LEENEE,IT SERVICES,Mid-Tier IT Services & Digital Consulting,IT SERVICES,Mid-Tier IT & Digital Solutions,True,Reclassified from legacy 'IT SERVICES / Mid-Tier IT Services & Digital Consulting' to clean economic model 'IT SERVICES / Mid-Tier IT & Digital Solutions',HIGH
LEMERITE,SHIPBUILDING & PORTS,Dredging & Marine Civil Infrastructure,SHIPBUILDING & PORTS,Commercial Ports & Terminals,True,Reclassified from legacy 'SHIPBUILDING & PORTS / Dredging & Marine Civil Infrastructure' to clean economic model 'SHIPBUILDING & PORTS / Commercial Ports & Terminals',HIGH
